student_id,origin_country,destination_country,university_name,course_name,field_of_study,year_of_enrollment,scholarship_received,enrollment_reason,graduation_year,placement_status,placement_country,placement_company,starting_salary_usd,gpa_or_score,visa_status,post_graduation_visa,language_proficiency_test,test_score
S00168,UAE,Finland,LUT University,Medicine,Natural Sciences,2021,No,Higher Ranking,2022,Placed,Finland,Amazon,36885,3.45,Tier 4,PSW,PTE,8.9
S00169,Canada,Russia,Lomonosov Moscow State University,Data Science,Law,2023,No,Political Stability,2026,Not Placed,,,0,3.23,Tier 4,OPT,PTE,6.1
S00170,UK,Finland,University of Eastern Finland,Architecture,Natural Sciences,2021,Yes,Job Opportunities,2023,Not Placed,,,0,2.72,Tier 4,OPT,TOEFL,6.3
S00171,South Africa,UAE,Manipal Academy Dubai,Business Administration,Computer Science,2021,Yes,Job Opportunities,2024,Not Placed,,,0,3.25,Tier 4,Work Permit,IELTS,8.4
S00172,Ireland,UAE,American University of Sharjah,Architecture,Computer Science,2023,Yes,Scholarship,2025,Placed,UAE,SAP,31281,3.29,J1,Work Permit,,0
S00173,Germany,Finland,Tampere University,Mechanical Engineering,Social Sciences,2019,No,Political Stability,2020,Placed,Finland,Goldman Sachs,136785,2.97,Schengen Student Visa,Work Permit,PTE,8.4
S00174,Finland,Ireland,University College Cork,Psychology,Medicine,2021,Yes,Scholarship,2024,Not Placed,,,0,2.53,F1,PSW,PTE,6.9
S00175,UK,Russia,Bauman Moscow State Technical University,Economics,Engineering,2023,Yes,Political Stability,2025,Placed,Russia,Apple,120800,3.73,Schengen Student Visa,PSW,PTE,6.2
S00176,India,Canada,Simon Fraser University,Data Science,Engineering,2023,No,Quality of Life,2024,Placed,Canada,Tesla,36428,3.28,Tier 4,OPT,IELTS,6.8
S00177,Finland,Ireland,Dublin City University,Finance,Engineering,2023,No,Job Opportunities,2026,Placed,Ireland,Siemens,53132,3.68,Tier 4,Work Permit,TOEFL,7.2
S00178,UK,India,JNU Delhi,Computer Science,Natural Sciences,2022,Yes,Quality of Life,2024,Not Placed,,,0,3.34,J1,Blue Card,Duolingo,6.3
S00179,UAE,India,IIT Bombay,Economics,Medicine,2022,Yes,Scholarship,2024,Not Placed,,,0,3.78,Student Visa,Blue Card,PTE,6.8
S00180,Finland,UAE,Khalifa University,Design,Social Sciences,2021,Yes,Scholarship,2024,Placed,UAE,Apple,78426,3.6,Study Permit,Blue Card,,0
S00181,India,Ireland,National University of Ireland Galway,Medicine,Social Sciences,2023,No,Quality of Life,2025,Placed,Ireland,Amazon,86647,3.19,J1,PSW,PTE,6.7
S00182,Russia,Germany,Technical University of Munich,Mechanical Engineering,Social Sciences,2023,No,Job Opportunities,2025,Not Placed,,,0,3.17,J1,OPT,TOEFL,6
S00183,Germany,UAE,University of Dubai,Civil Engineering,Business,2023,No,Scholarship,2026,Not Placed,,,0,2.74,F1,Post-Study Visa,TOEFL,8.7
S00184,Ireland,Russia,Saint Petersburg State University,Architecture,Business,2019,No,Higher Ranking,2020,Placed,Russia,Tesla,78491,3.89,Tier 4,Work Permit,,0
S00185,UAE,India,IISc Bangalore,Finance,Business,2020,No,Political Stability,2022,Placed,India,SAP,137518,3.72,J1,Work Permit,,0
S00186,UK,Germany,LMU Munich,Psychology,Arts,2022,No,Political Stability,2025,Not Placed,,,0,2.74,Student Visa,Post-Study Visa,TOEFL,5.4
S00187,Russia,India,JNU Delhi,Data Science,Engineering,2023,Yes,Political Stability,2026,Not Placed,,,0,3.4,J1,Blue Card,Duolingo,8.8
S00188,Germany,South Africa,University of Cape Town,Mechanical Engineering,Medicine,2019,No,Scholarship,2020,Not Placed,,,0,3.66,F1,Blue Card,IELTS,5.9
S00189,Russia,India,IIT Madras,Computer Science,Computer Science,2021,No,Political Stability,2024,Not Placed,,,0,2.96,Study Permit,Blue Card,IELTS,8.1
S00190,Canada,Ireland,Dublin City University,Political Science,Arts,2021,No,Political Stability,2024,Not Placed,,,0,3.78,Study Permit,Work Permit,,0
S00191,Ireland,South Africa,Rhodes University,Psychology,Business,2023,No,Political Stability,2025,Placed,South Africa,Tesla,106677,3.3,Study Permit,PSW,TOEFL,8.6
S00192,Canada,Russia,Novosibirsk State University,Design,Law,2019,Yes,Scholarship,2020,Placed,Russia,Microsoft,70590,2.98,Tier 4,PSW,PTE,8.8
S00193,UAE,Ireland,National University of Ireland Galway,Economics,Engineering,2020,No,Higher Ranking,2022,Not Placed,,,0,3.13,Tier 4,OPT,Duolingo,7.5
S00194,Germany,South Africa,Stellenbosch University,Electrical Engineering,Medicine,2021,Yes,Job Opportunities,2022,Placed,South Africa,Goldman Sachs,59895,2.73,Tier 4,PSW,PTE,5
S00195,Canada,Russia,Moscow Institute of Physics and Technology,Design,Social Sciences,2019,Yes,Higher Ranking,2022,Placed,Russia,IBM,111110,3.56,Schengen Student Visa,Blue Card,IELTS,6.1
S00196,USA,South Africa,University of Johannesburg,Architecture,Social Sciences,2022,Yes,Political Stability,2025,Not Placed,,,0,3.05,Student Visa,Work Permit,TOEFL,8.2
S00197,India,South Africa,University of KwaZulu-Natal,Psychology,Law,2021,Yes,Job Opportunities,2023,Placed,South Africa,SAP,82378,3.89,J1,Blue Card,Duolingo,8.4
S00198,USA,UAE,Heriot-Watt Dubai,Economics,Law,2020,Yes,Higher Ranking,2021,Not Placed,,,0,2.72,Student Visa,OPT,PTE,8.8
S00199,India,Finland,Aalto University,Electrical Engineering,Law,2022,Yes,Scholarship,2024,Placed,Finland,SAP,119217,3.13,Study Permit,PSW,TOEFL,7.8
S00200,Germany,Russia,Bauman Moscow State Technical University,Data Science,Medicine,2021,Yes,Quality of Life,2023,Placed,Russia,Google,101970,2.85,Student Visa,Post-Study Visa,IELTS,6.2
S00201,Germany,USA,Stanford University,Civil Engineering,Law,2020,No,Political Stability,2021,Placed,USA,Apple,52941,3.76,F1,Blue Card,Duolingo,6.6
S00202,Russia,UAE,Middlesex University Dubai,Architecture,Engineering,2021,No,Higher Ranking,2023,Placed,UAE,Deloitte,34281,3.85,Tier 4,OPT,,0
S00203,UK,India,JNU Delhi,Psychology,Computer Science,2023,Yes,Job Opportunities,2025,Placed,India,Amazon,123933,3.65,Schengen Student Visa,PSW,TOEFL,7.4
S00204,Ireland,UAE,Heriot-Watt Dubai,Civil Engineering,Medicine,2023,Yes,Political Stability,2024,Placed,UAE,Google,71321,3.91,F1,Blue Card,,0
S00205,India,Germany,LMU Munich,Economics,Computer Science,2022,No,Job Opportunities,2024,Not Placed,,,0,3.02,Study Permit,Blue Card,PTE,7.1
S00206,UAE,Canada,University of Ottawa,Electrical Engineering,Medicine,2023,No,Job Opportunities,2025,Not Placed,,,0,2.81,J1,OPT,,0
S00207,Germany,Canada,University of British Columbia,Architecture,Arts,2020,Yes,Higher Ranking,2021,Placed,Canada,Apple,30790,3.85,Tier 4,PSW,,0
S00208,UAE,India,IIT Delhi,Computer Science,Arts,2020,Yes,Job Opportunities,2022,Placed,India,Google,142669,3.14,Student Visa,Post-Study Visa,PTE,7.2
S00209,Germany,UAE,Heriot-Watt Dubai,Architecture,Business,2020,Yes,Scholarship,2022,Not Placed,,,0,3.36,Student Visa,OPT,,0
S00210,Russia,Germany,University of Stuttgart,Business Administration,Business,2023,No,Scholarship,2024,Placed,Germany,Goldman Sachs,68782,3.11,Tier 4,OPT,PTE,6.1
S00211,India,UK,University of Cambridge,Biotechnology,Medicine,2020,Yes,Scholarship,2021,Not Placed,,,0,3.27,Study Permit,Blue Card,Duolingo,6.8
S00212,South Africa,UK,University of Manchester,Finance,Business,2021,Yes,Scholarship,2024,Not Placed,,,0,3.36,J1,OPT,TOEFL,5.9
S00213,India,USA,MIT,Mechanical Engineering,Computer Science,2023,Yes,Higher Ranking,2025,Placed,USA,McKinsey,38409,3.95,Schengen Student Visa,Post-Study Visa,,0
S00214,USA,Canada,McGill University,Computer Science,Natural Sciences,2019,No,Quality of Life,2022,Placed,Canada,Siemens,99130,3.82,J1,Work Permit,PTE,8.7
S00215,Canada,Ireland,Trinity College Dublin,Electrical Engineering,Arts,2021,Yes,Higher Ranking,2022,Placed,Ireland,Intel,39426,3.43,Tier 4,Blue Card,TOEFL,6.9
S00216,Germany,USA,UCLA,Electrical Engineering,Natural Sciences,2019,Yes,Political Stability,2021,Placed,USA,Goldman Sachs,61605,2.94,Tier 4,PSW,IELTS,5.2
S00217,Russia,UK,University of Birmingham,Computer Science,Law,2019,Yes,Scholarship,2021,Placed,UK,IBM,98946,2.64,J1,Post-Study Visa,Duolingo,8.7
S00218,Finland,Ireland,University College Dublin,Economics,Natural Sciences,2019,Yes,Political Stability,2021,Placed,Ireland,Goldman Sachs,30390,3.35,Tier 4,Blue Card,,0
S00219,UK,Canada,Simon Fraser University,Finance,Social Sciences,2021,Yes,Higher Ranking,2022,Placed,Canada,Microsoft,123403,3.31,Schengen Student Visa,PSW,PTE,8.3
S00220,Russia,UAE,American University of Sharjah,Political Science,Computer Science,2019,No,Quality of Life,2021,Not Placed,,,0,3.19,Schengen Student Visa,Post-Study Visa,,0
S00221,Germany,South Africa,University of the Witwatersrand,Computer Science,Computer Science,2022,No,Higher Ranking,2023,Placed,South Africa,Goldman Sachs,67651,2.59,Student Visa,Work Permit,TOEFL,5.7
S00222,South Africa,UK,University of Oxford,Finance,Business,2023,Yes,Political Stability,2025,Placed,UK,Goldman Sachs,41415,3.37,F1,Blue Card,IELTS,5.8
S00223,Finland,Germany,TU Berlin,Mechanical Engineering,Arts,2023,No,Higher Ranking,2024,Placed,Germany,Deloitte,46852,3.11,Schengen Student Visa,OPT,,0
S00224,India,Finland,University of Helsinki,Business Administration,Natural Sciences,2023,No,Political Stability,2024,Not Placed,,,0,3.59,Tier 4,Blue Card,Duolingo,8.7
S00225,UAE,South Africa,University of the Witwatersrand,Computer Science,Law,2019,No,Quality of Life,2021,Not Placed,,,0,3.42,Student Visa,OPT,Duolingo,8
S00226,Ireland,Canada,University of Ottawa,Law,Arts,2019,No,Job Opportunities,2022,Not Placed,,,0,3.92,Tier 4,OPT,TOEFL,6.3
S00227,Ireland,USA,University of Chicago,Civil Engineering,Computer Science,2021,Yes,Job Opportunities,2024,Not Placed,,,0,2.51,J1,Blue Card,PTE,7.6
S00228,Ireland,Russia,Novosibirsk State University,Law,Arts,2022,Yes,Scholarship,2023,Placed,Russia,Facebook,142343,3.48,Student Visa,Blue Card,,0
S00229,Finland,Canada,University of Toronto,Architecture,Medicine,2020,No,Higher Ranking,2021,Placed,Canada,Google,38506,3.78,J1,Blue Card,IELTS,6.3
S00230,USA,Germany,Heidelberg University,Data Science,Law,2020,Yes,Scholarship,2021,Placed,Germany,SAP,43113,3.64,Student Visa,Post-Study Visa,IELTS,7.6
S00231,USA,India,Delhi University,Computer Science,Computer Science,2023,No,Political Stability,2025,Not Placed,,,0,3.39,Student Visa,Post-Study Visa,Duolingo,6.2
S00232,Canada,USA,Stanford University,Mechanical Engineering,Arts,2022,Yes,Scholarship,2024,Not Placed,,,0,3.77,Student Visa,PSW,,0
S00233,USA,India,IIT Delhi,Civil Engineering,Computer Science,2019,No,Job Opportunities,2021,Not Placed,,,0,3.19,Tier 4,Post-Study Visa,Duolingo,5.8
S00234,Finland,UK,University of Manchester,Finance,Law,2021,Yes,Scholarship,2022,Not Placed,,,0,2.62,Study Permit,Work Permit,PTE,8.5
S00235,USA,Canada,Simon Fraser University,Political Science,Business,2021,No,Scholarship,2022,Not Placed,,,0,3.19,Schengen Student Visa,Post-Study Visa,PTE,8.5
S00236,Ireland,Finland,Tampere University,Biotechnology,Engineering,2022,No,Higher Ranking,2023,Placed,Finland,Siemens,105060,3.14,Schengen Student Visa,PSW,TOEFL,5.2
S00237,Canada,Russia,Bauman Moscow State Technical University,Mechanical Engineering,Engineering,2021,No,Political Stability,2023,Placed,Russia,Deloitte,85176,3.26,Schengen Student Visa,Work Permit,IELTS,5
S00238,Ireland,South Africa,University of KwaZulu-Natal,Architecture,Arts,2023,Yes,Higher Ranking,2025,Placed,South Africa,Apple,55499,3.26,Study Permit,Work Permit,,0
S00239,UAE,Germany,Heidelberg University,Law,Natural Sciences,2023,No,Political Stability,2026,Not Placed,,,0,2.91,J1,PSW,Duolingo,5.1
S00240,Ireland,Russia,Moscow Institute of Physics and Technology,Design,Arts,2021,No,Quality of Life,2024,Not Placed,,,0,3.99,J1,Work Permit,Duolingo,7.4
S00241,UAE,Russia,Novosibirsk State University,Computer Science,Natural Sciences,2021,Yes,Scholarship,2023,Not Placed,,,0,3.6,Student Visa,Blue Card,IELTS,6.8
S00242,Canada,Finland,Aalto University,Economics,Arts,2019,Yes,Job Opportunities,2020,Not Placed,,,0,3.99,Study Permit,Blue Card,PTE,5.2
S00243,UK,India,IIT Bombay,Mechanical Engineering,Natural Sciences,2022,Yes,Political Stability,2025,Placed,India,Microsoft,123519,3.05,F1,Blue Card,,0
S00244,India,Germany,Technical University of Munich,Computer Science,Law,2022,No,Job Opportunities,2023,Placed,Germany,Siemens,98955,3.67,J1,PSW,IELTS,7.9
S00245,UAE,Canada,University of Ottawa,Finance,Computer Science,2019,No,Quality of Life,2020,Not Placed,,,0,3.48,F1,PSW,PTE,8.5
S00246,Russia,South Africa,University of Cape Town,Computer Science,Computer Science,2021,No,Quality of Life,2023,Not Placed,,,0,3.54,Tier 4,Work Permit,TOEFL,6.8
S00247,Germany,USA,Stanford University,Architecture,Natural Sciences,2023,Yes,Political Stability,2024,Not Placed,,,0,2.9,Tier 4,PSW,PTE,8.7
S00248,Germany,South Africa,University of the Witwatersrand,Biotechnology,Business,2020,Yes,Political Stability,2021,Placed,South Africa,Deloitte,46252,2.98,Study Permit,OPT,Duolingo,5.6
S00249,USA,UAE,Heriot-Watt Dubai,Law,Social Sciences,2020,No,Job Opportunities,2023,Not Placed,,,0,3.66,Schengen Student Visa,PSW,TOEFL,5.9
S00250,UK,UAE,Zayed University,Biotechnology,Medicine,2020,No,Higher Ranking,2021,Placed,UAE,Intel,46878,2.54,Tier 4,PSW,Duolingo,7.1
S00251,South Africa,Canada,Queen's University,Design,Computer Science,2023,No,Political Stability,2026,Placed,Canada,Tesla,135993,2.7,Student Visa,OPT,IELTS,5.8
S00252,South Africa,UK,University of Oxford,Electrical Engineering,Law,2021,No,Higher Ranking,2024,Placed,UK,Deloitte,67612,3.3,Schengen Student Visa,Work Permit,PTE,8.5
S00253,South Africa,USA,MIT,Architecture,Engineering,2020,Yes,Job Opportunities,2023,Not Placed,,,0,2.71,Student Visa,Work Permit,PTE,6.9
S00254,Russia,Ireland,Trinity College Dublin,Computer Science,Law,2019,Yes,Quality of Life,2021,Not Placed,,,0,3.09,Student Visa,Blue Card,TOEFL,6.9
S00255,South Africa,Finland,University of Helsinki,Medicine,Business,2023,Yes,Higher Ranking,2024,Placed,Finland,SAP,108501,2.96,Tier 4,Work Permit,,0
S00256,South Africa,India,Delhi University,Medicine,Natural Sciences,2021,Yes,Quality of Life,2023,Not Placed,,,0,3.4,Student Visa,Work Permit,IELTS,6.8
S00257,USA,Russia,Higher School of Economics,Data Science,Natural Sciences,2023,Yes,Political Stability,2025,Placed,Russia,McKinsey,43650,2.54,Schengen Student Visa,Work Permit,TOEFL,5.6
S00258,Finland,USA,University of Chicago,Finance,Law,2023,No,Job Opportunities,2026,Not Placed,,,0,2.88,F1,Work Permit,,0
S00259,Russia,Ireland,Technological University Dublin,Medicine,Computer Science,2020,No,Higher Ranking,2021,Not Placed,,,0,2.98,Tier 4,Work Permit,IELTS,6.2
S00260,South Africa,Finland,Aalto University,Political Science,Arts,2022,Yes,Scholarship,2025,Placed,Finland,Facebook,57526,3,Schengen Student Visa,OPT,,0
S00261,Canada,Finland,Ã…bo Akademi University,Political Science,Engineering,2020,No,Quality of Life,2023,Placed,Finland,Intel,73509,3.53,Schengen Student Visa,Work Permit,Duolingo,8.6
S00262,Germany,Canada,McGill University,Law,Natural Sciences,2020,No,Job Opportunities,2022,Not Placed,,,0,3.15,F1,OPT,TOEFL,6.6
S00263,Canada,Germany,TU Berlin,Psychology,Engineering,2022,No,Higher Ranking,2024,Placed,Germany,Siemens,130401,3.71,F1,OPT,TOEFL,6.5
S00264,South Africa,Russia,Bauman Moscow State Technical University,Architecture,Arts,2021,Yes,Higher Ranking,2023,Not Placed,,,0,3.88,Student Visa,Post-Study Visa,IELTS,7.1
S00265,Russia,UAE,Zayed University,Mechanical Engineering,Natural Sciences,2022,No,Quality of Life,2023,Placed,UAE,Siemens,31887,2.88,J1,Work Permit,PTE,6.5
S00266,UAE,Canada,University of Ottawa,Medicine,Engineering,2021,No,Higher Ranking,2023,Not Placed,,,0,2.73,Student Visa,Post-Study Visa,Duolingo,8
S00267,Canada,USA,MIT,Civil Engineering,Law,2023,Yes,Higher Ranking,2025,Placed,USA,Goldman Sachs,141692,3.44,Student Visa,PSW,,0
S00268,UK,South Africa,University of KwaZulu-Natal,Civil Engineering,Social Sciences,2021,No,Job Opportunities,2023,Not Placed,,,0,3.81,Schengen Student Visa,PSW,Duolingo,5.2
S00269,India,USA,Stanford University,Law,Natural Sciences,2022,Yes,Political Stability,2023,Not Placed,,,0,3,Schengen Student Visa,Blue Card,TOEFL,5.6
S00270,UK,Finland,University of Eastern Finland,Economics,Arts,2019,No,Higher Ranking,2020,Placed,Finland,Microsoft,40728,3.81,F1,PSW,IELTS,6.6
S00271,USA,Ireland,University College Cork,Law,Medicine,2021,No,Higher Ranking,2024,Not Placed,,,0,3.24,J1,Work Permit,Duolingo,7.1
S00272,South Africa,Canada,University of British Columbia,Medicine,Business,2019,No,Scholarship,2022,Placed,Canada,Deloitte,126927,3.99,Study Permit,OPT,TOEFL,5.2
S00273,South Africa,Ireland,Technological University Dublin,Political Science,Medicine,2023,No,Quality of Life,2024,Placed,Ireland,Deloitte,88149,2.86,Student Visa,OPT,TOEFL,6.7
S00274,UK,Russia,Lomonosov Moscow State University,Psychology,Computer Science,2020,Yes,Political Stability,2023,Placed,Russia,Facebook,113412,3.33,Tier 4,Post-Study Visa,IELTS,5.6
S00275,Russia,UK,University of Manchester,Architecture,Arts,2020,Yes,Job Opportunities,2022,Placed,UK,Apple,127952,2.82,Study Permit,PSW,,0
S00276,Germany,UK,University of Cambridge,Medicine,Business,2022,Yes,Job Opportunities,2024,Not Placed,,,0,3.83,F1,PSW,Duolingo,7.5
S00277,India,UK,University of Manchester,Electrical Engineering,Medicine,2020,No,Scholarship,2023,Placed,UK,Google,54853,2.54,Study Permit,Blue Card,PTE,7.3
S00278,USA,South Africa,Stellenbosch University,Data Science,Social Sciences,2023,No,Scholarship,2026,Placed,South Africa,Goldman Sachs,130354,2.75,F1,OPT,,0
S00279,UK,USA,MIT,Design,Natural Sciences,2023,No,Job Opportunities,2026,Placed,USA,Microsoft,84717,3.66,F1,Work Permit,TOEFL,8.6
S00280,Finland,Russia,Lomonosov Moscow State University,Civil Engineering,Natural Sciences,2022,No,Political Stability,2024,Not Placed,,,0,2.51,J1,Post-Study Visa,IELTS,5.1
S00281,South Africa,Ireland,National University of Ireland Galway,Civil Engineering,Engineering,2019,Yes,Quality of Life,2020,Not Placed,,,0,3.64,Student Visa,OPT,,0
S00282,Ireland,South Africa,Rhodes University,Civil Engineering,Law,2019,Yes,Quality of Life,2020,Placed,South Africa,IBM,84646,2.74,J1,Work Permit,PTE,5.1
S00283,Germany,UAE,Middlesex University Dubai,Electrical Engineering,Law,2019,Yes,Quality of Life,2020,Placed,UAE,Facebook,93425,2.98,J1,Post-Study Visa,TOEFL,7.7
S00284,USA,Finland,Ã…bo Akademi University,Medicine,Social Sciences,2020,Yes,Higher Ranking,2021,Placed,Finland,IBM,39151,3.38,Tier 4,OPT,Duolingo,7.6
S00285,USA,UK,UCL,Psychology,Arts,2020,Yes,Political Stability,2021,Placed,UK,Amazon,32335,2.54,Study Permit,OPT,IELTS,8.9
S00286,Finland,Ireland,Dublin City University,Medicine,Business,2023,No,Political Stability,2026,Not Placed,,,0,3.1,Tier 4,OPT,,0
S00287,Russia,Finland,Ã…bo Akademi University,Architecture,Business,2022,Yes,Higher Ranking,2025,Not Placed,,,0,3.19,Tier 4,Blue Card,IELTS,8.3
S00288,USA,India,IIT Delhi,Medicine,Natural Sciences,2022,No,Political Stability,2024,Not Placed,,,0,3.08,Student Visa,PSW,,0
S00289,India,South Africa,University of the Witwatersrand,Design,Engineering,2019,Yes,Political Stability,2020,Not Placed,,,0,3.46,F1,Blue Card,PTE,7.3
S00290,India,Russia,Saint Petersburg State University,Business Administration,Computer Science,2019,No,Scholarship,2021,Not Placed,,,0,3.68,J1,Blue Card,IELTS,5.4
S00291,India,Germany,LMU Munich,Civil Engineering,Arts,2021,Yes,Scholarship,2024,Not Placed,,,0,2.87,Schengen Student Visa,OPT,TOEFL,5.6
S00292,Finland,Canada,University of Ottawa,Civil Engineering,Business,2022,Yes,Higher Ranking,2023,Not Placed,,,0,4,J1,PSW,Duolingo,8.6
S00293,UAE,Canada,McGill University,Psychology,Computer Science,2021,Yes,Quality of Life,2022,Not Placed,,,0,2.73,F1,Post-Study Visa,TOEFL,6.7
S00294,UAE,,McGill University,psychology,Computer Science,2021,Yes,Quality of Life,2022,Not Placed,,,0,,F1,Post Study Visa,TOEFL,6.7
S00295,Ireland,South Africa,University of Johannesburg,Political Science,Engineering,2023,No,Job Opportunities,2025,Not Placed,,,0,3.87,Study Permit,PSW,IELTS,8.5
S00296,Germany,UK,Imperial College London,Medicine,Natural Sciences,2023,No,Political Stability,2024,Placed,UK,IBM,77867,3.51,Schengen Student Visa,OPT,PTE,7.2
